transaction_id,date_time,amount,merchant_name,category,type,payment_method,location,mood_at_time,context_tag,recurring,user_id,budget_category_limit,agent_action
T0455,2025-04-22 10:27:58,33.26,Flipkart,Shopping,debit,Cash,Home,Excited,Shopping mall,False,user_001,100,
T0456,2025-04-05 11:23:58,56.36,Uber,Travel,debit,Cash,Marina,Tired,Shopping mall,True,user_001,100,
T0457,2025-04-08 06:28:58,122.37,Gym Membership,Health,debit,Wallet,Dubai Mall,Tired,Rainy day,False,user_001,500,
T0458,2025-04-11 11:52:58,169.31,Flipkart,Shopping,debit,Card,Campus,Neutral,Late night,False,user_001,500,
T0459,2025-04-21 22:03:58,33.53,Spotify,Entertainment,debit,UPI,Home,Tired,Late night,True,user_001,300,
T0460,2025-04-07 02:08:58,137.73,Flipkart,Shopping,debit,Card,Dubai Mall,Happy,After exam,False,user_001,500,
T0461,2025-04-05 16:45:58,238.92,Airbnb,Travel,debit,UPI,Campus,Stressed,Shopping mall,True,user_001,100,
T0462,2025-04-04 03:47:58,224.13,Gym Membership,Health,debit,Wallet,Campus,Tired,Rainy day,False,user_001,100,
T0463,2025-04-17 02:41:58,187.78,Zara,Shopping,debit,Wallet,Dubai Mall,Excited,Workday,False,user_001,200,
T0464,2025-03-28 22:42:58,271.1,Gym Membership,Health,debit,Wallet,Campus,Stressed,Rainy day,True,user_001,300,
T0465,2025-03-31 03:20:58,210.28,Airbnb,Travel,debit,Cash,Business Bay,Stressed,After exam,False,user_001,200,
T0466,2025-04-18 01:59:58,296.84,Zara,Shopping,debit,Card,Marina,Happy,Late night,True,user_001,200,
T0467,2025-04-17 07:43:58,196.24,Flipkart,Shopping,debit,Wallet,Home,Neutral,Workday,True,user_001,100,
T0468,2025-04-11 10:04:58,136.91,Flipkart,Shopping,debit,UPI,Home,Tired,Rainy day,True,user_001,500,
T0469,2025-04-06 09:30:58,253.57,Zara,Shopping,debit,Card,Home,Stressed,Shopping mall,True,user_001,100,
T0470,2025-03-26 13:22:58,229.04,Netflix,Entertainment,debit,UPI,Business Bay,Neutral,Shopping mall,True,user_001,100,
T0471,2025-03-24 16:58:58,49.48,Spotify,Entertainment,debit,Wallet,Home,Neutral,Shopping mall,True,user_001,300,
T0472,2025-04-19 15:19:58,220.83,Starbucks,Food,debit,Wallet,Business Bay,Neutral,Rainy day,True,user_001,100,
T0473,2025-04-06 07:54:58,99.81,Netflix,Entertainment,debit,Wallet,Dubai Mall,Stressed,Rainy day,True,user_001,300,
T0474,2025-03-29 06:22:58,148.59,Swiggy,Food,debit,Wallet,Dubai Mall,Excited,After exam,False,user_001,300,
T0475,2025-04-14 11:25:58,94.03,Starbucks,Food,debit,Wallet,Campus,Tired,Shopping mall,True,user_001,100,
T0476,2025-04-04 14:25:58,227.47,Gym Membership,Health,debit,Wallet,Business Bay,Excited,Rainy day,True,user_001,200,
T0477,2025-04-08 23:56:58,223.87,McDonald's,Food,debit,Wallet,Business Bay,Stressed,Late night,True,user_001,200,
T0478,2025-03-25 11:34:58,46.75,McDonald's,Food,debit,Card,Home,Stressed,After exam,False,user_001,200,
T0479,2025-04-15 09:42:58,25.89,Gym Membership,Health,debit,Cash,Business Bay,Excited,Late night,True,user_001,200,
T0480,2025-04-15 19:46:58,70.91,Gym Membership,Health,debit,Wallet,Campus,Excited,Shopping mall,True,user_001,300,
T0481,2025-03-24 10:06:58,278.24,Gym Membership,Health,debit,Wallet,Dubai Mall,Happy,Weekend,True,user_001,200,
T0482,2025-03-24 08:39:58,252.78,Uber,Travel,debit,Wallet,Dubai Mall,Stressed,Weekend,True,user_001,100,
T0483,2025-03-31 19:08:58,168.05,Gym Membership,Health,debit,Cash,Marina,Neutral,Rainy day,False,user_001,500,
T0484,2025-04-08 10:29:58,251.35,Flipkart,Shopping,debit,Wallet,Business Bay,Neutral,Shopping mall,False,user_001,100,
T0485,2025-04-01 16:51:58,239.46,Swiggy,Food,debit,Card,Business Bay,Tired,Workday,True,user_001,200,
T0486,2025-04-07 17:40:58,298.05,Amazon,Shopping,debit,Card,Marina,Excited,Shopping mall,True,user_001,200,
T0487,2025-04-02 21:40:58,109.56,Swiggy,Food,debit,Card,Campus,Tired,Shopping mall,True,user_001,500,
T0488,2025-04-16 07:28:58,291.28,Flipkart,Shopping,debit,Cash,Dubai Mall,Happy,After exam,True,user_001,300,
T0489,2025-03-28 11:54:58,285.15,Flipkart,Shopping,debit,Wallet,Home,Stressed,After exam,True,user_001,500,
T0490,2025-04-07 20:45:58,273.36,Netflix,Entertainment,debit,Cash,Business Bay,Tired,After exam,True,user_001,500,
T0491,2025-03-26 17:14:58,141.12,Whole Foods,Groceries,debit,UPI,Home,Excited,Late night,True,user_001,500,
T0492,2025-03-26 10:53:58,162.47,Swiggy,Food,debit,Card,Campus,Neutral,Shopping mall,True,user_001,100,
T0493,2025-04-02 09:05:58,228.58,Airbnb,Travel,debit,Card,Dubai Mall,Excited,Workday,False,user_001,100,
T0494,2025-04-03 01:07:58,156.4,McDonald's,Food,debit,Cash,Business Bay,Stressed,Rainy day,True,user_001,500,
T0495,2025-04-04 05:55:58,82.75,Flipkart,Shopping,debit,Wallet,Marina,Happy,Rainy day,False,user_001,500,
T0496,2025-04-19 11:07:58,241.42,Starbucks,Food,debit,Card,Dubai Mall,Excited,Workday,True,user_001,500,
T0497,2025-04-06 23:20:58,113.14,Whole Foods,Groceries,debit,Cash,Campus,Happy,After exam,True,user_001,300,
T0498,2025-03-25 10:34:58,75.82,Netflix,Entertainment,debit,Cash,Campus,Neutral,Shopping mall,False,user_001,500,
T0499,2025-04-10 01:19:58,299.16,Netflix,Entertainment,debit,UPI,Marina,Excited,Shopping mall,False,user_001,200,
T0500,2025-04-11 05:17:58,15.93,McDonald's,Food,debit,Wallet,Dubai Mall,Neutral,Shopping mall,True,user_001,300,
